Coin,Price,24H Volume,Market Cap,Circulating Supply
DGORE,0.00014754,0,0,0
THC,0.0015048404,77.4816055066225,0,0
TETRA,1.788926,0,0,0
RMS,0.0175193187,0,0,0
FJC,6.843e-05,0,0,0
VAPOR,0.01135684,0.030589728265016804,0,0
SDP,0.01630263,0,0,0
RRT,0.7733,451.229998239261,23353522.66192,0
FIRO,1.4421342,876010.3722654785,19345344.186599147,0
PREM,0.01,0,0,0
CALC,8.506e-05,0,0,0
LEA,6.070449999999999e-05,0.03338909398051637,0,0
CF,0.0146116236,0,0,0
CRNK,0.0784084697,0,0,0
COFFEECOIN,0.00025512,0,0,0
VTY,1.21359e-05,0,0,0
ARDR,0.10463718,2723122.3131074794,104532489.9782241,0
BS,5.2e-06,0,0,0
JIF,0.00592797,2.1607720150928924,0,0
CRAB,0.00049431,0,0,0
HILL,7.1e-07,0,0,0
MONETA,0.00021245,0,0,0
ECLIP,0.1768672265,0,0,0
RUBIT,0.000501,3.4525293893639155,0,0
HCC,0.0386829,0,0,0
BRAIN,0.00096391,0,0,0
VERTEX,0.00031505,0,0,0
KRC,214.897,0,0,0
ROYAL,0.00091687,0,0,0
LFC,0.0006446585999999999,0,0,0
ZUR,0.00015003,0,0,0
NUBIS,0.16250114,0,0,0
TENNET,0.00356056,0.28139643242667084,0,0
PEC,0.0002148424,0,0,0
32BIT,0.0113,1.1473657274519995,0,0
GNJ,0.000214853,0,0,0
TEAM,0.084880049,0,0,0
SCT,0.0008594264,0,0,0
LANA,9.997e-05,0,0,0
ELE,0.00061,0,0,0
GCC,0.0006445841999999999,0,0,0
AND,0.002793089,0,0,0
GBYTE,13.728859632,13566.96832901578,11185115.25188569,0
EQUAL,2.4263e-05,0,0,0
SWEET,5.525e-05,0,0,0
2BACCO,6.06595e-05,1.0374209239184955,0,0
DKC,5.384e-05,0,0,0
COC,0.0010261,0.005951380000000001,0,0
CHOOF,6.21e-06,0,0,0
CSH,5.1e-07,0,0,0
ZCL,0.0328882068,0,0,0
RYCN,0.0055886012,0,0,0
PCS,0.012897336,0,0,0
NBIT,0.0015407259,0.0015407259,0,0
WINE,1.099e-05,1.0654278112336026,0,0
DARCRUS,0.07,0,0,0
ARK,0.4404470979,3698694.4600786376,73258263.83208561,0
IFLT,0.0002149675,0,0,0
ZECD,1.21317e-05,0,0,0
ZXT,2.01e-06,0,0,0
WASH,0.00019829,24.28357322716423,0,0
TESLA,0.005589155,0,0,0
LUCKYB
VSL,0.000429935,0,0,0
TPG,1.15e-06,0.010707252428578002,0,0
LC4,0.05030064,0,0,0
MIDN,0.0045755359,0,0,0
CBD,0.0004299642,0,0,0
POSEX,0.011,0,0,0
INSANE,0.00666031,0,0,0
GLM,0.2495800539,5797651.1440385245,143097264.49388954,0
PENC,0.023641739,0,0,0
BASH,0.0005460975,0,0,0
FAMEC,0.0068758944,0,0,0
LIV,1.21393e-05,0.6058280968272869,0,0
SP,2.276e-05,0,0,0
MEGA,214.9127,0,0,0
VRS,0.12799,29423.093023810245,337592.9259327008,0
ALC,0.00012994,2340.2622687758167,0,0
DOGETH,0.00043401,0.08165752987977314,0,0
KLC,0.0002,0,0,0
HUSH,0.0461987485,0,0,0
BTLC,0.0006446916,0,0,0
DRM8,1.36e-06,0,0,0
FIST,0.00062256,0.027654239711999994,0,0
EBZ
DRS
FGZ,0.0001999,0.08826659069896389,0,0
BOSONC,1.291e-05,0,0,0
ATX,0.00032240205,0,0,0
PNC,0.1017683,1.4462145259130922e-15,0,0
BRDD,0.00275288,0,0,0
TIME,46.15,92822.18302379496,32771706.21842,710112.8108
BIPC,0.0313804662,0,0,0
EMBER,1.21385e-05,0,0,0
BTTF,0.00331601,0.1000000099904351,0,0
DLR,1.5451331988,0,0,0
CSMIC,0.021911256,0,0,0
SCASH,0.00218852,0.9841368750108263,0,0
XEN,0.03224478,0,0,0
JIO,0.06363046879999999,0,0,0
IW,0.0002149666,0,0,0
JNS,0.0799661988,0,0,0
TRICK,0.00500988,2.999473079731573,0,0
DCRE,0.03468,3.176163280709341,0,0
FRE,0.0001092582,0,0,0
NPC,2.12499996,0,0,0
PLNC,0.0002063613,0,0,0
DGMS,7.2822e-05,0,0,0
ICOB,8.49639e-05,0,0,0
ARCO,0.02963969,0,0,0
KURT,0.0006448818,0,0,0
XCRE,0.00045378,0,0,0
ENT,0.0101031482,0,0,0
UR,0.0012899598,0,0,0
MTLM3
ODNT,0.01098561,0,0,0
EUC,0.0008740008,0,0,0
CCXC,0.009833724,0.43132659852991323,0,0
BCF,0.006069450000000001,0,0,0
SEEDS,0.00917399,3.259255976217901e-17,0,0
XSN,0.0105,0,1381862.1778324253,0
TKS,0.1378353197,0,0,0
BCCOIN,1,0,0,0
SHORTY,0.02683495,0.34252269131371116,0,0
PCM,0.00136774,0,0,0
KC,0.00744441,0.16394113410288458,0,0
CORAL,0.00016301,0,0,0
BamitCoin
NXC,0.008602356,0,572138.555525586,0
MONEY,2.7e-05,5.285769500808406,0,0
BSTAR,3.67e-06,0.08453897034504132,0,0
HSP,0.00182079,0.497566128372903,0,0
HZT,0.00058655,0.036806396825156504,0,0
CRSP,0.00394716,0,0,0
XSPT,0.0045159429,0,0,0
CCRB,0.004946587000000001,0,0,0
BULLS
INCNT,0.0208602865,0,0,0
ICON,0.0022823388,0.009759280708799991,0,0
NIC,0.00563998,1.0800325905972163,0,0
ACN,0.0002150681,281.5077326695645,0,0
XNG,0.00943749,1.3881323839090658,0,0
XCI,0.3410746924,0,0,0
LOOK,7.49e-06,0,0,0
LOCO,1.21412e-05,0,0,0
MMXVI,0.00074164,0,0,0
TRST,0.001720436,0.06881744000000001,0,0
MISCOIN,0.01119071,0,0,0
WOP,0.0187112205,0,0,0
CQST,0.002580858,0,0,0
IMPS,0.0001777,0,0,0
IN,2.42784e-05,0,0,0
CHIEF,0.00043017,0,0,0
GOAT,0.00160448,0,0,0
ANAL,0.56961565,0,0,0
RC,0.060702,0,0,0
PND,0.00012186,0,0,0
PX,0.0002549232,0,0,0
OPTION,0.00028838,0.0006922533811788,0,0
AV,0.03789102,0,0,0
LTD,7500,0,0,0
UNITS,0.0060827412,0,0,0
HEEL,0.00075001,0,0,0
GAKH,0.0020517276,0,0,0
GAIN,0.0003520629,4.411685743489686,0,0
SHIFT,0.64961,0,9639110.01183,0
S8C,0.001290489,0,0,0
LVG,1.18120152,0,0,0
DRA,0.01022139,0,0,0
ASAFE2,0.0041295648,2.750842753584948e-18,0,0
LTCR,0.0003,1.3682991587399957,0,0
QBC,0.0008496599999999999,0,0,0
XPRO,0.00550729,7.826329806448483e-16,0,0
ASTRAL,0.00096687,0,0,0
GIFT,0.000327726,0,0,0
VIDZ,6.069e-05,0,0,0
INC,0.00173341,0,0,0
PTA,0.002293,0,0,0
ACID,0.0002150532,2.3655852,0,0
ZLQ,0.0002184732,1.2890650078956858,0,0
RADI,4.85584e-05,0,0,0
RNC,0.00041295,0,0,0
GOLOS,0.0243010003,0,0,0
PASC,0.0434739,0,0,0
TWIST,0.01474291,0,0,0
PAYP,0.0002150544,7.445190940117155,0,0
DETH,0.00105845,0.12520215151368608,0,0
YAYCOIN,1.399e-05,0,0,0
YES,0.0002151002,0,0,0
LENIN,0.0003763214,14.296499314446187,0,0
MRSA,0.0002150521,0,0,0
OS76,0.0086999,3.103866322812519,0,0
BOSS,0.04229797909999999,0.4863791515826035,0,0
MKR,962.18,18104611.50772033,940657031.1334056,0
BIC,0.023224914,0,0,0
CRPS,18.09511045,3.1208032616425965,0,0
MOTO,0.013000821,0,0,0
NTCC,0.034916875,0,0,0
HXX,0.0357089406,0,0,0
SPKTR,0.00372132,0.33923208912785285,0,0
MAC,0.05010250260000001,0,0,0
SEL,0.0877665528,0,0,0
NOO,2.152509359,27.754368778143178,0,0
CHAO,674489.5650142173,0,0,0
XGB,0.00070016,0,0,0
YMC,0.00010311,0.0030932999999999998,0,0
JOK,5.02e-06,1.853956335300924,0,0
GBIT,0.0007894250000000001,0,0,0
TEC,0.02210967,33.84070132248746,0,0
BOMBC,2.176e-05,6.257577730003757,0,0
RIDE,0.00010185,0.0736416515422776,0,0
PIVX,0.1277727264,66154.37428415447,8884318.440803004,0
KED,0.0006453168,19.130226533916098,0,0
CNO,0.0009231036,0,0,0
WEALTH,1.21441,0,0,0
IOP,0.0232314048,0,0,0
XSPEC,0.0871239645,104.00113972113525,0,0
PEPECASH,0.0004302592,0,0,0
CLICK,0.0005346880000000001,0,0,0
ELS,0.0157037381,0,0,0
KUSH,0.0049497035,0,0,0
ERY,0.0266749916,0,0,0
PLU,7.256,213763.47791988996,0,0
PRES,0.0012912204,132.40010434162474,0,0
BTZ,0.001351,0,0,0
OPES,0.0008,0.01824676456000124,0,0
WCT,0.06413612619999999,0,0,0
UBQ,0.03766161,208.88859058369016,1806618.2281584302,47969755.62538166
RATIO,0.00039395,0,0,0
BANC
NICEC,0.00193036,0,0,0
SMF,6.86e-06,0.32928,0,0
CWXT,0.00027851,0,0,0
TECH,0.28603838,0,0,0
CIR,1.2154e-05,0,0,0
LEPEN,5.778e-05,0,0,0
ROUND,0.028143455,0,0,0
MARI
MARXCOIN,0.001,0,0,0
HAZE,0.00452238,0,0,0
PRX,0.00019448,0,0,0
NRC,0.0005348068,7.891661370251357,0,0
PAC,0.0006454790999999999,5384.251284561435,0,0
IMPCH,0.1532071632,0,0,0
ERR,0.00037704,10.454059427538558,0,0
TIC,1.21388e-05,0,0,0
NUKE,0.0032939237,0,0,0
EOC,0.0004005705,0.12238007642233546,0,0
SFC,0.0092447592,0,0,0
JANE,0.0002151784,0,0,0
PARANOIA,0.0001092492,0,0,0
MASTERMINT,0.00013405,0,0,0
CTL,1.21377e-05,0,0,0
NDOGE,0.00160971,0,0,0
ZILBERCOIN,0.004855079999999999,0,0,0
MLN,25.18,1874990.3857803906,53506923.22593002,0
FRST,0.00073937,0,0,0
PAY,0.01828902,17478.633649815634,3753240.787408657,0
OROCOIN,0.04248195,0,0,0
ALEX,0.0104267138,0,0,0
TBCX,1.21377e-05,0,0,0
MCAR,0.0031195174,2.7389362772,0,0
THS,0.00171,1627.471822217513,0,0
ACES,1.663e-05,0.000686161613439367,0,0
UAEC
EA,0.00426748,0,0,0
PIE,0.00049136,0,0,0
CREA,0.4947934641,0,0,0
WISC,3.64119e-05,0,0,0
BVC,0.002451775,0,0,0
FIND,0.0020875124,0,0,0
MLITE,0.0002548875,0,0,0
STALIN,1.054e-05,0,0,0
TSE,0.0004855,0,0,0
VLTC,0.0002150388,0,0,0
BIOB,0.002978,3.659994051083342,0,0
SWT,0.03223361159,0,0,0
PASL,0.0380610357,0,0,0
ZER,0.053758525,0,0,0
CHAT,0.0008534876,22968.75800778191,853487.6,0
CDN,0.0077412024,0,773679.4249705344,0
NETKO,0.01725207,0,0,0
ZOI,0.34405344,0,0,0
HONEY,0.2634236325,0,0,0
MXTC,0.05161231,0,0,0
MUSIC,0.0004300734,0,0,0
DTB,0.0427935371,0,0,0
VEG,0.00061753,0,0,0
MBIT,0.0111813988,0,0,0
BITVOLT,0.0001227,0,0,0
EDG,0.0017202152,22.807473229199985,0,0
B@,0.01,0,0,0
BESTC,0.00082839,0,0,0
CHC,0.339795990006,0,0,0
ZENI,1.502e-05,0,0,0
PLANET,0.0088866996,0.15234083512610966,0,0
DUCKD,986.8759209616,0,0,0
BNRTX,0.00085996,0,0,0
BSTK,4.299802e-06,0,0,0
RNS,0.0049446895,0,0,0
DBIX,0.16664856,0,0,0
AMIS,0.01109005204523825,0,0,0
KAYI,0.0068794112,0,0,0
XVP,0.004299801999999999,0,0,0
BOAT,0.0015049307,0,0,0
TAJ,0.0005459894999999999,0,0,0
IMPACT,0.0008600028,0,0,0
CJC,0.00011645,0,0,0
AMY,0.0012899718,0,0,0
QBT,2.7459889404,16446.33024795129,0,0
EB3,1.2898896,0,0,0
XVE,0.00010129,0.3200000100001649,0,0
FAZZ,0.001043438,0,0,0
APTCOIN,0.00119998,0,1.1759804000006016,0
BLAZR,0.0003397212,0.00503110919676456,0,0
ARPAC,0.02233323,0,0,0
UNIVRS,0.01699993,0,0,0
ECOC,0.0038704104,0,0,0
XLR,1.1317263104,0,0,0
DARK,1.21493e-13,0,0,0
DONATION,0.0008600912,0,0,0
MERCURY,0.0136157781,0,0,0
WGO,0.0036812985,0,0,0
RLC,0.9442,6111231.357644603,82145196.98457952,0
ATMOS,0.0346269462,0,0,0
ETT,0.0122583288,0,0,0
VISIO,0.00014824,0,0,0
HPC,0.00664885,0,0,0
GIOT
CXT,0.00028939,0,0,0
EMPC,9.696e-05,0,0,0
GNO,121.12728,323235.4775730991,1211272800,0
LGD,1.3050878428,0,0,0
TAAS,10,645020.1474735003,81460007.79398,0
BUCKS,0.020419896,0,0,0
XBY,0.0175231,0,11390015,0
GUP,0.00061889,278.59508011615185,61180.4635483218,0
MCRN,3.6e-05,0,0,0
LUN,0.0230213924,0.3308174087879999,62235.02108080069,0
CONDENSATE,1.2153e-05,0,0,0
WSX,0.1510562196,0,0,0
IEC,0.0083933031,0,0,0
IMS,0.000850605,0,0,0
ARGUS,0.000461833,0,0,0
CNT,9.7228e-05,0,0,0
LMC,0.0264710883,0,0,0
TKN,0.0415359353,2.12248629383,1636796.630765349,0
BTCS,0.0158002,0,0,0
PROC,1.9368396e-05,0,0,0
XGR,0.04982934999999999,0,0,0
BENJI,0.0001093815,0,0,0
HMQ,0.0055951116,0.055951116,0,0
BCAP,4.74650634,0,0,0
DUO,0.12972781,0.1476622191987741,0,0
RBX,1.21527e-05,0,0,0
GRW,0.0001093986,0,0,0
APX,14.4838623552,0,0,0
MILOCOIN,0.00029858,0,0,0
OLV
ILC,0.0101958788,42.94442159616665,0,0
MRT,0.029275156,0,0,0
IOU,0.0055958812,0,0,0
PZM,0.00229862,0,0,0
PHR,0.00070621,0.2790480306822194,0,0
ANT,1.6669992,6872012.09859814,71736518.08965231,0
PUPA,1.098e-05,0,0,0
RICECOIN,0.11355337,0,0,0
XCT,0.0005714542,0,0,0
DEA,0.00011111,2.412668228835331,0,0
REDCO
ZSE,0.0424195175,0,0,0
CTIC,0.00038801,0,0,0
TAP,0.0002153006,0.03721754161161065,0,0
BITOK,2.77e-06,0.5636261352625692,0,0
PBT,144.4847525,0.001444847525,0,0
MUU,4.44e-06,0.7840652206170454,0,0
INF
MNE,0.03720562199999999,1293.0118082113256,0,0
DICE,0.0148552308,0.0148552308,0,0
SBSC,0.00029999,0,0,0
USC,0.00550006,335.6883805555463,0,0
DUX,0.0002152932,0,0,0
XPS,4.75e-06,0,0,0
EQT,0.01158765,0,0,0
INSN,0.0473,4362.57075434686,0,0
BAT,0.4331,28053213.674355134,649650000,1490348708.4473505
MNTC,0.00019322,0,0,0
F16,1.21632e-05,0,0,0
HAMS,0.00362819,0,0,0
QTUM,2.92,18896354.324903246,304372369.96,0
NEF,0.0002153819,0,0,0
ZEN,16.979806,11059921.92302229,213565207.9456,0
BOS,0.002028782,0,0,0
QWARK,0.0045230199,0,0,0
MIOTA,0.28023176,7222308.907105751,778912663.2562255,0
QRL,0.1641344952,196.96139424,12538456.684378851,0
ADL,0.0034467104,398.63189653618105,0,0
PTOY,0.0025845828,0.0025845828,0,0
ZRC,0.07150078160000001,7.845065757152001,0,0
LKK,0.00685,2.1960886442684568e-13,0,0
ESP,4.2e-07,18.160481078952017,0,0
DYN,2,2803.3643544,0,0
SEQ,0.005168687999999999,0,0,0
MCAP,0.0010201,0,0,0
MYST,0.24145504,2244.34801793888,0,0
VERI,21.9404952739,0,0,0
SNM,0.05685459120000001,41782.2116545152,25243438.49280001,0
SKY,0.1334199,0,3335497.5,0
CFI,0.023335,0,0,0
SNT,0.030361772,2740038.4258728307,206607916.73925105,0
AVT,2.651534,1.2057780622853897e-12,26515340,0
CVC,0.1475,7053501.491913004,147500000,0
IXT,0.00443313,0,0,0
DENT,0.00090855454,4776117.045498874,90855454,0
VGX,0.196,995361.1669380076,56911943.773626916,0
STARTA,2.099326125,0,0,4518626.58
TFL,0.31078365,0,0,0
XTZ,1.515,30078760.911924724,1397240666.5039895,843887380.217547
EOS,1.017,70102783.59323807,1077378530.408395,1059369253.1056
MCO,4.94703,480183.2791607412,156265212.28125146,0
NMR,16.64,17864670.895603262,182224603.31656015,0
ADX,0.1908854,1194581.0156387947,35675101.61209154,0
QAU,0.1937709,0,0,0
ECOB,0.0005715012,0,0,0
PLBT,0.936556305,0.009365563049863683,3717721.127288593,0
USDT,0.9994,676576914.3272014,65952684692.718414,65992280060.754875
NANO,0.9049,1766728.3853368796,120576377.621,0
AHOO,0.1750399569,0,0,0
ATB,0.002566034300000001,0,0,0
TIX,4.117528e-06,0,0,0
CHAN,0.00036601833,0,0,0
CMP,9.2582483,0,0,0
RVT,0.01302614005,0,0,0
HRB,51.07242,0,0,0
NIM,0.0017899254,118649.84999351043,18084766.820748284,0
8BT,5.4967,0,0,0
SSV,5.07456373,162507.83452228576,56210287.81848884,0
DAOACT
DNT,0.0502,3700576.4233978027,50200000,0
SUR,0.0648366943,0,15255.450180444057,0
PING,0.03100001,0,224572.9440423757,0
MIV
DAOB,0.013126792888,0,0,0
SAN,0.1317,6989.91573014514,10975482.9,0
KIN,1.206e-05,14563.67635281326,12059.99983729755,0
WGR,0.0178785569,0,4395439.386204172,0
XEL,0.0019384893,0,0,0
NVST
FUN,0.0076024358,418325.41113946197,83344048.0324409,0
FUNC,0.0017231064,0,0,0
WTT,0.01808525,0,0,0
MTL,1.3112128,20037845.294991843,87312202.2833664,0
HVN,0.0027999608,34.57951588,0,0
MYB,0.0034077217,0,0,0
PPT,0.11573052,62617.38613924954,6162910.12074792,0
SNC,0.0299374725,407622.66351235204,3673552.4874142315,0
STARBASE,0.001927569756,0,1847845.9430886032,0
COR,0.287313585,0,0,0
XRL,0.1361,0,0,0
OROC
OAX,0.0488940294,106078.69253219171,4889402.9399999995,0
MBI,0.10769485,0,0,0
DDF,0.07794752,0,0,0
DIM,0.0001,0,0,0
GGS,0.947759627188,0,0,0
ENCRYPG,0.0014839605,0,105269.3153033459,0
FUNDYOUR,1.096137,0,0,0
FND,0.0365455141,0,0,0
DCY,0.0012928008,0,0,0
CFT,0.0168052404,0,0,0
D,0.7327750424999999,0,0,0
DP,0.2352733656,0,0,0
VUC,1.01e-06,0,0,0
BTPL,0.023699687,0,0,0
UNIFY,0.00336803,0,0,0
BRIT,0.03000008,0,0,0
AMMO
SOCC,0.00024475,0,0,0
LA,0.054907036,21184.12281544799,21962814.4,0
IML,0.22679352,0,0,0
XUC,0.006086345999999999,0.2682861316799988,1825.903800000934,0
STU,0.0002597,0,0,0
PLR,0.004093694399999999,1143.4752819743999,0,0
GUNS,0.609495,0,0,0
IFT,0.00036168,0,0,0
BCAT,0.0001854,0,0,0
PRO,0.85,3576.7953910525102,85000000,0
SYC,0.0168708216,1.701203037679108,0,0
IND,0.003047625,0,0,0
TRIBETOKEN
ZRX,0.3183,16512338.073608873,318300000,0
TNT,0.00412056,0,4120559.9999999995,0
PRE,0.09674192,29176.2860112408,48370960,0
COS,0.04997818,0,0,0
STORM,2.919504644876461,0,0,0
NPX,0.179892,0,0,0
STORJ,0.7465,67237096.35120226,317262498.50701,0
SCORE,0.0189595648,0,0,0
OMG,1.872,8799092.454453673,262539385.51488858,140245398.24513277
OTX,0.03016202,0,0,0
VOISE,1.21876e-05,5.808667643949455,0,0
ETBS,0.6463212,0,0,0
CVCOIN,0.01969288862,0,2911.770777109514,0
DRP,1.6211636,0,0,0
ARC,0.0010772915,274.5042739133549,0,0
BOGCOIN,0.006463250999999999,0,0,0
NDC,0.00158296943,0,0,0
POE,2.154417e-05,0.12237088559999999,0,0
ADT,3.131e-05,0,0,0
AE,0.077563434,700361.5724072201,31228273.842378855,0
UET,0.01201676727,0,0,0
PART,0.3552808427,81.9496341258583,4367978.684333428,0
AGRS,0.3923522958,1532.243856160796,0,0
BEACH
DMT,0.003016468,4.57383332641673,171702.7072765105,0
DAS,0.09729306,0,0,0
ADS,1.85081858,301097.0409074905,71734407.79226749,28560575.200684
RKC,0.0071105793,0,0,0
NLC2,0.0005607905999999999,0,0,0
LINDA,8.4031194e-05,0,0,0
KING93,0.03232452,0,0,0
ANCP
RCC,0.1097424,0,0,0
ROOTS,0.18204969,0,0,0
SOSNOVKINO
CABS
OPT,0.00019399743,0.0019399743,0,0
BITSD
XLC,0.23710632,0,0,0
SKIN,0.0245828172,0,0,0
MSP,0.061136,0,0,0
HIRE,0.0044444,0,0,0
REALPLATFORM,0.100011,0,0,0
DFBT
EQ,0.79807076,0,0,0
WLK,0.040467196,0,0,0
VIB,0.0136846986,185340.426076425,2736939.72,0
ONION,0.0217836497,0,0,0
BTX,0.12774480527,1.1709090500623633e-13,0,0
IDICE,0.0137319317,0,0,0
XID,0.206817755,0,0,0
GCN,1.2945276e-06,0,0,0
ATOM,9.099,163161261.09322333,2738812691.792387,301001504.757928
MANA,0.9056,65509839.25492293,1986540757.2211242,0
ICOO,0.2157469,0,0,0
TME,0.001294503,0,0,0
SMART,0.00049354,10673.388261639846,1391130.4031356173,0
SIGT,0.0002157656,0,0,0
ONX,0.00022318,0,0,0
COE,429.315918824,0,0,0
ARENA,0.0008353568099999999,0,0,0
WINK,0.000223,0.18226114869076007,0,0
CRM,0.0002157249,1.1050622336697,0,0
BCH,109.27,71763707.23714027,2088312910.7695653,19111493.6466511
DGPT,0.07337460000000001,0,0,0
MOBI,0.010083946,3483.805456708662,8952470.830991905,0
CSNO,0.07363290052799999,0,0,0
KICK,0.001463622935145956,0,2027829.3089763776,0
SOLARDAO,0.06714489,0,0,0
STOX,0.40285814,664604.7831420486,21860806.585331324,0
BNB,239.3,495209248.1178666,39072180028.959,163276974.63
COREG,0.002157678,0,0,0
KEN,0.00733716,0,0,0
QVT,0.00179892,0,0,0
TIE,0.00404949,0,0,0
AUT
GRWI,0.0006474377999999999,0,0,0
MONKEY,0.0017261616,0,0,0
MTH,0.0036703204,0.0036703204,1476936.92896,0
CCC,0.0008071272000000001,0,0,0
UMC,0.0011596,0,0,0
BMXT
GAS,2.777443644,3651937.258382084,38704000.02675122,0
FIL,5.6875854,40439999.928136244,1317147992.999248,231582983
OCL,0.006479967,0,0,0
BENJACOIN,1.7710772987,0,0,0
TOM,0.07559139000000001,0,0,0
BTM,0.011573052,541083.8020209312,20371230.211702276,0
XAS,0.0459724,0,0,0
SMNX
DCN,1.978812e-06,2507.5326264904083,14412648.986596584,0
DLT,0.0006478761,1.53702125964,84399.48040376478,0
MRV,0.3424456,0,0,0
MBRS,0.00431936,0,0,0
SUB,0.0008639176,3.6008085567999997,0,0
NEBL,0.2345536284,131644.44127283135,4522962.350160362,0
PGL,1.4543925704,0,0,0
XMCC,0.0015117116,0,0,0
AUN,0.00244634,0,0,0
CMPCO,0.0012958452,0,0,0
DTCT
CENTRA,0.1967889362,0,0,0
WNET,0.0166321617,0,0,0
PRG,0.40000103,0,0,0
THNX,1.295985,0,0,0
WORM,0.001080071,0,0,0
FUCK,0.006114500000000001,0,0,0
VRD
SIFT,10.39839,0,0,0
IGNIS,0.00569601,8806.685686826537,5692875.454930574,0
IWT,0.001468476,0,0,0
JDC,0.196598129,0,0,0
ITF,0.03181800475205385,0,0,0
AIX,0.0023764466,0,0,0
EVX,0.012963258,0.054445683599992946,324081.45,0
ETERNALC
ENTRP,3.426444,0,0,0
ICOS,17,80769.73368058002,4581279,0
PIX,0.002402523816,0,0,0
MEDI,0.0991602,0,0,0
HGT,0.00015124018,0.1527525818,0,0
LTA
NIMFA,0.02520750219999999,0,0,0
SCOR
MLS,0.0101568739,0,0,0
KEX,0.5659337910000001,0,0,0
COB,0.002592841199999999,0,0,0
BRO,0.003241548,0,0,0
MINEX,6.42e-06,0,0,0
ATL,0.0234072,38.13995059991317,0,0
DFT,0.00112202,0,0,0
VET,0.023965612,48868523.04305025,2060684134.6520052,72511146418
UTK,0.12412548,2060100.3736716972,62062740,0
SOJ,0.118874965,0,0,0
HDG,0.09920474,0,0,0
STCN,0.0015432354,0,0,0
SQP
RIYA,0.4868514573,0,0,0
LNK,1.898843,0,0,0
AMB,0.006921190400000001,64891.68149585831,7484547.143157453,0
WAN,0.19448324,2014217.326543767,37912046.448127836,0
MNTP,0.175198545,2060.0778657338246,0,0
ALTOCAR,0.008650488,0,0,0
BKX,0.00211443058,0,0,0
BOU
OXYC,0.0005512365,0,618698.0815468869,0
TAPC,0.0004900239999999999,0,0,0
AMT
GIM,0.001347896,0,0,0
NYC,6e-06,0.16944160800000002,0,0
LBTC,0.00018244,0,0,0
FRAZ,0.0019464066,0,0,0
EMT,0.00188199,0,0,0
HUBII,1.852417021,0,0,0
KRONE,0.0047569984,0,0,0
SRT
AVALON
BUILDTEAM
ACC,0.0006486816,0,0,0
LINX,0.0025947408,0,0,0
XCXT,0.09565764,0,0,0
BLAS,0.002163786,0,0,0
SCL,0.002187805011,0,0,0
CRTM,0.00042758782,0,0,0
EON,0.04282854840000001,0,0,0
PST,0.00979412,469341.8884811836,979412,0
MTX,0.0040455712,0.6472913920000001,1270953.674697168,0
PRIX,0.03,0,0,0
CARTAXI,0.034625776,0,0,0
ENJ,0.536,33819001.1842491,536000000.00000006,0
CNX,0.5685775,0.39894106671787566,0,0
ETHER,0.000239636132,0,239636.13200000004,0
TOKENSTARS
WRC,0.00029769,0,0,0
WTC,0.19908048,1540670.6268767784,5351049.811892307,0
BRX,0.1136190825,0,0,0
UCASH,0.00022184,0,0,0
WRT,1.998e-05,3.02697,0,0
ORME,0.0012984468,3.6126685316400016,0,0
DEEPG
CCT,0.00232456,0,0,0
ARNA,0.01344913,0.001344913,0,0
ABC,20.9592254466,0,0,0
PRP
BMC,0.0048231044,0.3549804838400001,0,0
SKRT,0.006072261834126347,0,0,0
3DES,0.0002164442,0,0,0
PYN,0.0023804462,0,0,0
KAPU,7.35984e-05,20.70288735065004,0,0
SENSE,0.002008794,0,0,0
CAPP,0.000711486,215232.03040475945,471908.04829393397,0
VEE,0.00234,69.0239148973921,0,0
FC,0.0588791466,0,0,0
RCN,0.003417948,7426.786125958425,3417751.9716351996,0
NRN
EVC,0.000304827495,86.09448599592757,0,0
LINK,6.48,194008515.1253246,6480000000,467009549.5205637
WIZ,0.2,0,0,0
PNT,0.23745744,2807963.080568216,20890372.592805818,0
ATKN
KNC,1.38,18287741.99251527,276374194.78591454,0
RUSTBITS
REX,0.004115736300000001,91.74387786330001,0,0
ETHD,0.7094625950000001,0,0,0
SUMO,0.0196821836,156.2940623432578,0,0
TRX,0.06858,270838850.4284776,6806012733.6267605,66140232427
HYDROMINER,0.06135700000000001,0,6135700.000000001,0
TKT,0.0834209649286,0,0,0
RHEA
ART,0.0004934524,0.07451131239999498,0,0
DRT,0.0002166183,1.9084072230000002,281603.79000000004,0
SNOV,0.001882625932,0,0,0
MTN,0.003735239088,0,0,0
STOCKBET
SALT,0.030471706,186.3951836261819,3656604.72,0
SND,0.5401044,0,0,0
XP,2.166734e-05,0,0,0
LRC,0.4054,22224922.789376788,556968291.5391722,0
GLA,0.214491717,0,0,0
EZM
ODN,0.0112684728,0,0,0
CLEARPOLL,0.0026166,0,0,0
MTK
CAS,0.008964618,561318.6811678573,8964618,0
MAT,0.1349931,0,0,0
GJC,0.1840755,0,0,0
WIC,0.00029,0,0,0
WEB,0.0002166998,0,2166998,0
WAND,0.06749655000000122,0,0,0
ELIX,0.0138601792,0,0,0
EBTC,0.057154434,0,0,0
HAC,0.0004838,0,0,0
ADA,0.47,301683540.9560411,15733929236.687716,33476445184.441948
YOYOW,0.0013232056,22249.99256489098,2646411.2,0
REGALCOIN,0.0005276831000000001,0,0,0
BIS,0.054135925,0,0,0
OPP
ROCK2,0.20226195,0,0,0
