Time,BTC-USD,ETH-USD,USDT-USD,USDC-USD,BNB-USD,SAITAMA-USD,XRP-USD,SOL-USD,BUSD-USD,ADA-USD,DOGE-USD,BTC-INR,ETH-INR,USDT-INR,USDC-INR,BNB-INR,SAITAMA-INR,XRP-INR,SOL-INR,BUSD-INR,ADA-INR,DOGE-INR,BTC-EUR,ETH-EUR,USDT-EUR,USDC-EUR,BNB-EUR,SAITAMA-EUR,XRP-EUR,SOL-EUR,BUSD-EUR,ADA-EUR,DOGE-EUR
1654340400,29726.15,1773.27,0.9993,1.002,299.95,4e-09,0.3912,37.3,1.003,0.5615,0.08162,2829854.97,148722.69,95.34,95.42,25169.22,-1,37.34,3127.46,95.44,47.07,6.853,27764.81,1653.62,0.9346,0.9362,279.85,3e-09,0.3653,34.82,0.9364,0.5241,0.07618
1654344000,29684.77,1771.12,1.005,1.006,299.09,4e-09,0.3895,36.99,1.006,0.5552,0.08132,2492002.23,147325.28,84.37,84.46,24887.53,-1,32.84,3078.84,84.43,46.24,6.765,27718.69,1644.97,0.9401,0.9409,277.88,3e-09,0.3638,34.54,0.9408,0.5182,0.0759
1654347600,29636.11,1766.53,1,1.002,298.8,4e-09,0.3904,37.24,1.002,0.5584,0.08121,2551903.9,143184.4,86.23,86.31,24231.94,-1,33.73,3015.8,86.31,45.2,6.598,27667,1649.36,0.9355,0.9357,279.13,3e-09,0.3644,34.78,0.9357,0.5221,0.07584
1654351200,29953.65,1787.79,1.006,1.007,301.08,4e-09,0.3926,38.16,1.007,0.5648,0.08184,2602897.9,148946.19,87.41,87.5,25122.85,-1,34.27,3168.96,87.48,47.01,6.84,27924.03,1664.36,0.9378,0.9387,280.73,3e-09,0.3659,35.67,0.9385,0.5274,0.07639
1654354800,29869.51,1781.25,0.9994,1.001,301.08,4e-09,0.3917,37.8,1.001,0.5637,0.0817,2630903.91,148319.82,88.12,88.2,25088.43,-1,34.58,3144.75,88.21,46.9,6.806,27898.17,1664.27,0.9344,0.9353,281.51,3e-09,0.3659,35.31,0.9354,0.5262,0.0763
1654358400,29845.66,1778.81,0.9994,1.004,301.21,4e-09,0.3913,37.76,1.004,0.56,0.08157,2630900.45,148002.34,88.43,88.5,25063.71,-1,34.57,3136.06,88.5,46.56,6.793,27872.52,1657.89,0.9368,0.9376,280.76,3e-09,0.3654,35.3,0.9376,0.5231,0.07621
1654362000,29743.15,1776.6,1.001,1.002,300.6,4e-09,0.39,37.77,1.002,0.5609,0.0815,2639999.16,148877.36,88.85,88.92,25223.74,-1,34.79,3164.8,88.94,47.04,6.848,27773.75,1658.02,0.9346,0.9355,280.91,3e-09,0.3643,35.24,0.9354,0.5237,0.07604
1654365600,29781.07,1780.98,0.9994,1.001,300.9,4e-09,0.391,38.16,1.001,0.5633,0.08168,2508004.72,150028.84,84.25,84.32,25381.01,-1,33.02,3212.75,84.32,47.45,6.897,27818.41,1664.14,0.9344,0.9353,281.26,3e-09,0.3652,35.64,0.9353,0.5257,0.0763
1654369200,29761.53,1778.92,1.004,1.004,301.73,4e-09,0.3909,37.92,1.005,0.5587,0.08161,2508004.72,149449.56,84.57,84.64,25328.74,-1,33.07,3184.83,84.66,47.09,6.869,27803.66,1655.29,0.9376,0.934,280.54,3e-09,0.3652,35.44,0.9385,0.5227,0.07617
1654372800,29747.16,1776.42,1,1,300.39,4e-09,0.3905,37.81,1.001,0.5615,0.08167,2497903.44,149524.4,83.97,84.03,25303.74,-1,32.86,3184.82,84.04,47.21,6.869,27786.98,1662.84,0.9341,0.9348,281.4,3e-09,0.3647,35.31,0.9349,0.5245,0.07619
1654376400,29839.71,1787.45,0.9998,1.001,300.86,4e-09,0.3921,39.46,1.001,0.5671,0.08183,2620586.28,157025.53,87.8,87.88,26467.92,-1,34.49,3453.93,87.91,49.79,7.207,27863.24,1668.98,0.9335,0.9344,281.32,3e-09,0.366,36.85,0.9347,0.5297,0.07628
1654380000,29946.05,1814.31,1.009,1.005,302.68,4e-09,0.3937,39.04,1.009,0.5712,0.08216,2620586.28,158807.53,87.91,87.76,26546.54,-1,34.57,3414.62,365.05,50,7.207,28073.56,1686.11,0.9419,0.9426,281.85,3e-09,0.3675,36.43,0.9428,0.533,0.07669
1654383600,29853.2,1803.88,0.9996,1.001,302.35,4e-09,0.3922,39.07,1,0.567,0.08186,2620586.28,144248.21,87.75,87.83,24200.48,-1,34.54,3124.11,87.82,45.42,6.563,27868.3,1684.32,0.9332,0.934,282.58,3e-09,0.3667,36.47,0.9337,0.5288,0.07622
1654387200,29881.99,1809.53,1.005,1.005,301.41,4e-09,0.3942,39.44,1.006,0.5669,0.08195,2513004.8,152212.7,84.49,84.53,25356.22,-1,33.24,3319.68,84.57,47.7,6.911,27933.36,1680.86,0.9332,0.9382,280,3e-09,0.3678,36.81,0.9401,0.5291,0.07647
1654390800,29740.01,1797.92,1.006,1.002,297.39,4e-09,0.3919,38.53,1.007,0.5618,0.08134,2620696.16,151719.29,88.26,88.31,25140.19,-1,34.51,3251.67,88.34,47.42,6.875,27757.52,1675.76,0.9348,0.9353,277.68,3e-09,0.366,35.94,0.9357,0.5239,0.07593
1654394400,29786.58,1794.55,0.9995,1.001,297.59,4e-09,0.3923,38.3,1.001,0.5618,0.0811,2509001.04,150198.09,84.21,84.27,24907.56,-1,33.11,3205.36,84.29,47.03,6.805,27808.97,1675.27,0.9331,0.9347,277.81,3e-09,0.366,35.73,0.9347,0.5244,0.07566
1654398000,29805.02,1793.68,0.9994,1.002,297.81,4e-09,0.3924,38.33,1.002,0.5647,0.08116,2492590.77,150122.63,83.75,83.82,24924.99,-1,32.9,3204.64,83.83,47.29,6.798,27819.51,1674.37,0.9353,0.9355,278,3e-09,0.3659,35.75,0.9355,0.5259,0.07567
1654401600,29767.5,1792.86,0.9994,1.002,297.24,4e-09,0.3918,38.28,1.002,0.5649,0.081,2511989.04,149977.2,84.51,84.57,24875.97,-1,33.15,3199.05,84.57,47.24,6.791,27787.96,1672.13,0.9349,0.9355,277.35,3e-09,0.3657,35.71,0.9355,0.5266,0.07554
1654405200,29804.67,1796.99,0.9994,1.001,298.23,4e-09,0.3921,38.73,1.001,0.5664,0.08129,2898004.72,149668.3,97.28,97.35,24849.65,-1,38.18,3224.01,97.35,47.12,6.77,27825.45,1677.87,0.934,0.9347,278.58,3e-09,0.3658,36.13,0.9347,0.5285,0.07581
1654408800,29780.36,1793.7,0.9994,1.004,298.12,4e-09,0.3919,39.1,1.002,0.5651,0.08126,2593024.76,156514.97,87.22,87.29,25982.11,-1,34.2,3409.83,87.24,49.22,7.079,27806.91,1675.52,0.9353,0.9372,278.14,3e-09,0.3658,36.51,0.9356,0.5277,0.07585
1654412400,29793.76,1796.19,1.005,1.005,298.4,4e-09,0.392,39.3,1.005,0.5645,0.08146,2630900.45,158669.61,88.74,88.76,26414.24,-1,34.83,3478.05,88.79,49.83,7.209,27822.12,1668.97,0.9385,0.9387,277.84,3e-09,0.3661,36.69,0.9389,0.527,0.0761
1654416000,29719.54,1791.43,1.001,1.002,298.01,4e-09,0.3922,39.38,1.002,0.5642,0.08192,2630900.45,149289.22,88.59,88.68,24827.96,-1,34.76,3279.07,88.66,46.94,6.825,27753.31,1672.92,0.9346,0.9355,278.22,3e-09,0.3663,36.76,0.9353,0.5265,0.07644
1654419600,29675.9,1788.26,0.9994,1.002,297.55,4e-09,0.3966,39.92,1.002,0.5628,0.08176,2630900.45,158590.54,88.74,88.84,26387.91,-1,35.01,3530.67,88.84,49.86,7.261,27711.24,1667.48,0.9374,0.9358,277.45,3e-09,0.3701,37.19,0.9381,0.5257,0.07634
1654423200,29687.36,1783,0.9994,1.002,297.21,4e-09,0.3934,39.93,1.002,0.5596,0.08173,2630898.14,147373.58,88.76,88.83,24562.26,-1,34.98,3293.74,88.82,46.19,6.759,27719.45,1664.65,0.9351,0.9359,277.44,3e-09,0.3674,37.27,0.9359,0.5225,0.07624
1654426800,29715.57,1788.79,0.9999,1.001,297.36,4e-09,0.394,39.7,1.001,0.5592,0.08167,2600090.48,143660.75,87.49,87.55,23879.84,-1,34.53,3194.32,87.57,44.99,6.56,27738.16,1669.97,0.9333,0.934,277.59,3e-09,0.368,37.05,0.9342,0.5221,0.07616
1654430400,29763.11,1793.01,0.9995,1.002,297.46,4e-09,0.3944,39.58,1.002,0.5621,0.08169,2600090.48,147545.58,87.49,87.56,24501.18,-1,34.54,3260.3,87.57,46.24,6.731,27794.91,1672.15,0.9336,0.936,277.67,3e-09,0.3683,36.95,0.9361,0.5247,0.0763
1654434000,29741.59,1793.25,1.005,1.004,297.32,4e-09,0.3936,39.34,1.006,0.5615,0.08169,2551700.28,148599.09,86.07,86.11,24643.3,-1,33.88,3260.31,86.12,46.53,6.777,27776.95,1668.94,0.9335,0.9373,276.77,3e-09,0.3678,36.74,0.9374,0.5241,0.0763
1654437600,29822.48,1797.06,1.001,1.001,297.2,5e-09,0.394,39.42,1.002,0.5608,0.08184,2484299.23,149877.77,83.38,83.42,24828.09,-1,32.91,3284.24,83.46,46.78,6.832,27840.41,1678.41,0.9344,0.9348,278.04,5e-09,0.3678,36.79,0.9353,0.5235,0.0764
1654441200,29952.1,1811.06,0.9994,1,298.84,5e-09,0.3955,39.81,1,0.5646,0.08199,2488679.62,149743.36,83.04,83.12,24763.82,-1,32.91,3297.87,83.11,46.81,6.819,27967.12,1688.81,0.9332,0.9341,279.29,5e-09,0.3694,37.17,0.934,0.5273,0.07651
1654444800,30151.31,1823.54,1.01,1.01,302.17,5e-09,0.3962,40.17,1.01,0.5746,0.08216,2541582.1,153689.47,85.12,85.18,25492.07,-1,33.66,3385.39,85.17,48.52,6.964,28159.11,1685.77,0.943,0.9437,279.61,5e-09,0.3698,37.49,0.9437,0.5362,0.07669
1654448400,30114.11,1827.84,1.003,1.004,300.13,5e-09,0.3978,39.77,1.004,0.5758,0.08206,2594999.03,152568.69,86.44,86.49,25087.46,-1,34.46,3322.06,86.49,48.01,6.88,28113.41,1702.84,0.9365,0.937,280.01,5e-09,0.3714,37.12,0.9371,0.5376,0.0766
1654452000,30071.18,1823.49,1.002,1.003,301.14,5e-09,0.398,39.84,1.003,0.5798,0.08198,2614994.38,150703.71,87.17,87.25,24828.2,-1,34.78,3285.65,87.24,47.8,6.765,28082.16,1703,0.9361,0.9369,280.57,5e-09,0.3718,37.19,0.9369,0.5406,0.07656
1654455600,30076.15,1823.83,1.001,1.001,301.43,5e-09,0.399,39.61,1.002,0.5761,0.08186,2511001.32,145851.74,83.56,83.61,24148.28,-1,33.41,3174.87,83.64,46.13,6.566,28178.75,1701.21,0.9377,0.9383,281.66,5e-09,0.3725,36.97,0.9387,0.5377,0.07646
1654459200,30106.73,1826.55,1.005,1.006,302.23,5e-09,0.3993,40.04,1.006,0.5801,0.082,2504997.47,151667.64,83.65,83.72,25123.78,-1,33.36,3329.84,83.72,48.17,6.85,28112.21,1695.2,0.9388,0.9395,280.81,5e-09,0.3727,37.38,0.9396,0.5415,0.07654
1654462800,29967.55,1813.07,1,1.001,300.71,5e-09,0.3977,39.76,1.001,0.5734,0.08192,2499878.65,151467.65,83.44,84.72,25148.78,-1,33.27,3319.84,348.23,47.92,6.85,27947.4,1693.25,0.9329,0.9338,281.14,5e-09,0.3711,37.11,0.9339,0.5354,0.07647
1654466400,30055.7,1819.83,1.001,1.002,301.31,5e-09,0.3975,39.95,1.002,0.5753,0.08204,2499878.65,151517.64,83.28,84.72,25098.78,-1,33.12,3324.84,348.23,47.92,6.85,28046.42,1696.21,0.9344,0.9353,280.98,5e-09,0.3711,37.28,0.9348,0.5369,0.0765
1654470000,30030.54,1817.43,1.004,1.004,299.91,5e-09,0.3965,39.29,1.005,0.5727,0.08179,2499878.65,151342.65,83.56,84.72,24991.29,-1,33.1,3262.34,348.23,47.72,6.85,28015.94,1688.57,0.9331,0.937,278.83,5e-09,0.3699,36.54,0.9394,0.5341,0.07627
1654473600,30372.93,1842.22,1.002,1.004,303.72,6e-09,0.4,39.84,1.003,0.5859,0.0822,2499878.65,151742.63,82.51,83.55,25073.78,-1,33.1,3284.84,348.23,48.25,6.8,28325.18,1715.27,0.9348,0.9357,283.43,5e-09,0.3729,37.16,0.9356,0.546,0.07664
1654477200,30895.59,1870.75,1.002,1.003,306.59,6e-09,0.4033,41.16,1.003,0.5929,0.08356,2509992.91,152256.17,81.4,81.48,25150.13,-1,32.87,3340.8,81.49,48.57,6.827,28809.76,1743.44,0.9343,0.9353,287.99,5e-09,0.3762,38.36,0.9353,0.5528,0.07776
1654480800,31111.89,1869.51,1.006,1.007,307.19,6e-09,0.4033,40.99,1.006,0.5942,0.0832,2509999.21,151779.65,81.16,81.22,24946.88,-1,32.66,3330.77,81.19,48.19,6.777,29010.32,1743.76,0.938,0.9387,286.61,5e-09,0.3762,38.22,0.9384,0.5543,0.07751
1654484400,31252.21,1881.94,1,1.001,307.63,6e-09,0.4034,41.92,1.001,0.6199,0.08303,2548030.37,154104.88,81.54,81.59,25189.83,-1,33.01,3429.65,81.59,50.6,6.829,29132.84,1761.48,0.9322,0.9328,287.93,5e-09,0.3762,39.07,0.9329,0.5775,0.07739
1654488000,31321.54,1882.06,1.003,1.004,307.63,6e-09,0.4042,42.01,1.004,0.6291,0.08332,2898004.72,174604.78,92.82,92.87,28562.73,-1,37.52,3894.92,92.9,58.37,7.738,29203.52,1752.76,0.9354,0.9359,286.72,5e-09,0.3769,39.13,0.9361,0.5863,0.07763
1654491600,31257.56,1886.17,1.003,1.004,307.15,6e-09,0.4033,41.86,1.004,0.6254,0.08316,2898004.72,156152.81,92.99,93.06,25456.32,-1,37.46,3466.61,93.06,51.79,6.907,29111.32,1751.87,0.9319,0.9348,285.59,5e-09,0.3759,38.99,0.9348,0.5824,0.07754
1654495200,31402.97,1891.12,1.004,1.004,310.7,6e-09,0.4026,43.91,1.005,0.6452,0.08324,2620997.58,155877.9,83.8,83.82,25658.51,-1,33.75,3608.31,83.87,53.13,6.871,29266.95,1758.9,0.9357,0.936,289.53,5e-09,0.375,40.89,0.9365,0.6013,0.07752
1654498800,31361.53,1894.45,1.003,1.003,311.71,6e-09,0.4042,43.47,1.003,0.644,0.08384,2598998.2,156695.01,83.08,83.13,25757.55,-1,33.54,3594.92,83.12,53.2,6.941,29208.15,1761.08,0.932,0.9342,289.49,5e-09,0.3765,40.51,0.9342,0.5994,0.07799
1654502400,31449.69,1904.5,0.9998,1.001,312.12,6e-09,0.405,44.65,1,0.6408,0.08405,2704998.3,153628.39,85.98,86.06,25109.32,-1,34.9,3594.27,86.07,51.61,6.774,29260.12,1777.8,0.9309,0.9309,290.57,5e-09,0.376,41.52,0.931,0.5962,0.07814
1654506000,31522.43,1910.76,0.9996,1.004,311.3,6e-09,0.4088,44.48,1,0.6382,0.08435,2600002.6,152233.4,82.63,82.77,24773.32,-1,33.77,3543.34,82.68,50.84,6.741,29297.39,1777.85,0.9311,0.9327,289.31,5e-09,0.3804,41.41,0.9316,0.594,0.07852
1654509600,31515.72,1913.15,1.001,1.002,310.71,6e-09,0.4089,44.59,1.002,0.6395,0.08467,2619000.85,157461.64,83.19,83.26,25561.32,-1,33.94,3666.77,83.24,52.58,6.961,29375.6,1784.94,0.9331,0.9339,289.76,5e-09,0.3805,41.51,0.9337,0.5956,0.07891
1654513200,31564.65,1913.23,1.005,1.006,310.9,6e-09,0.4072,44.49,1.006,0.6366,0.08448,2595002.65,152768.03,82.65,82.7,24736.74,-1,33.45,3537.76,82.71,50.62,6.745,29420.74,1781.85,0.9371,0.9377,288.52,5e-09,0.3795,41.46,0.9378,0.5932,0.07877
1654516800,31457.74,1918.1,0.9994,1.002,308.27,6e-09,0.4057,44.09,1.002,0.6291,0.08418,2606999.09,152973.45,83.01,83.06,24593.62,-1,33.65,3518.39,83.06,50.18,6.746,29344.05,1785.96,0.9326,0.9349,287.13,5e-09,0.3785,41.11,0.935,0.5865,0.07838
1654520400,31510.06,1915.23,1.003,1.003,307.1,6e-09,0.4045,44,1.003,0.6256,0.08354,2686005.91,153141.71,85.46,85.53,24597.77,-1,34.59,3517.2,85.51,50.12,6.717,29408.5,1784.87,0.9334,0.9365,286.69,5e-09,0.3772,41.08,0.9362,0.5835,0.0781
1654524000,31740.27,1914.02,1.007,1.009,308.85,6e-09,0.405,43.97,1.008,0.6233,0.08379,2607001.1,157075.24,82.75,82.85,25269.41,-1,33.57,3608.06,82.82,51.11,6.869,29656,1779.73,0.9413,0.9425,286.31,5e-09,0.3783,41.06,0.9422,0.5811,0.07828
1654527600,31534.91,1894.25,0.9998,1.001,307.17,6e-09,0.4023,43.12,1.001,0.6109,0.08313,2658999.29,159859.04,84.3,84.38,25911.95,-1,34.24,3640.17,84.38,51.56,7.02,29479.25,1771.37,0.9368,0.9355,287.13,5e-09,0.3754,40.3,0.9371,0.5709,0.07764
1654531200,31537.3,1887.51,1.007,1.008,303.27,6e-09,0.4013,42.84,1.017,0.6095,0.08304,2658999.29,156013.2,84.92,85,25114.32,-1,34.24,3539.36,85.01,50.38,6.881,29478.42,1750.38,0.9415,0.9423,281.77,5e-09,0.3752,40.04,0.9424,0.5692,0.07768
1654534800,31348.34,1858.43,1,1.001,301.39,6e-09,0.3979,42.39,1.001,0.5989,0.08217,2654998.83,154893.81,84.71,84.78,25113.55,-1,34.19,3526.95,84.78,49.87,6.856,29307.32,1739.61,0.9351,0.9359,282.05,5e-09,0.3718,39.61,0.9358,0.5592,0.0768
1654538400,31411.1,1867.66,0.9993,1.002,301.61,6e-09,0.3977,42.37,1.003,0.601,0.08223,2629901.67,155640.03,83.89,83.91,25227.04,-1,33.87,3536.92,83.96,50.16,6.885,29369.89,1742.21,0.9368,0.9371,282.39,5e-09,0.3719,39.59,0.9376,0.5617,0.07687
1654542000,31459.41,1864.93,0.9997,1.001,301.91,6e-09,0.3996,42.22,1,0.6064,0.08193,2670512.2,156805.32,84.86,84.97,25382.25,-1,34.39,3543.49,84.92,50.84,6.913,29413.93,1747.89,0.9347,0.9359,282.93,5e-09,0.3734,39.47,0.9354,0.5666,0.07658
1654545600,31514.56,1864.94,1.002,1.003,301.84,6e-09,0.4015,42.26,1.003,0.6062,0.08198,2638487.62,148591.03,83.86,83.95,24076.46,-1,33.98,3367.49,83.94,48.32,6.544,29462.46,1742.08,0.9364,0.9374,282.27,5e-09,0.3756,39.53,0.9373,0.5668,0.07669
1654549200,31581.41,1874.17,1.003,1.004,298.65,6e-09,0.4037,43.06,1.004,0.6144,0.08248,2655002.36,149056.76,84.29,84.37,23739.32,-1,34.19,3425.7,84.39,48.89,6.566,29533.45,1750.96,0.9376,0.9385,278.86,5e-09,0.3775,40.26,0.9387,0.5748,0.07715
1654552800,31517.24,1873.7,1.004,1.004,297.63,6e-09,0.4033,43.19,1.005,0.619,0.08239,2505997.96,148067.54,79.82,79.86,23599.74,-1,32.27,3408.71,79.89,48.92,6.519,29471.14,1746.79,0.9387,0.9392,278.41,5e-09,0.3772,40.37,0.9395,0.5787,0.07701
1654556400,31402.69,1860.34,1.001,1.002,296.32,6e-09,0.4032,42.69,1.002,0.6127,0.08255,2679743.82,158989.2,85.42,85.49,25326.26,-1,34.51,3649.81,85.49,52.28,7.075,29365.91,1740.34,0.9361,0.9368,277.23,5e-09,0.3769,39.9,0.9369,0.5721,0.07724
1654560000,31367.36,1860.21,1.039,1.04,295.06,5e-09,0.4026,42.65,1.04,0.6099,0.08249,2679743.82,159310.77,88.73,88.59,25409.33,-1,34.73,3641.77,373.29,52.28,7.075,29339.77,1679.34,0.9715,0.9725,267.85,5e-09,0.3769,39.8,0.9724,0.5703,0.07715
1654563600,30239.69,1770.37,1.022,1.023,285,5e-09,0.3912,40.55,1.024,0.5916,0.07995,2679743.82,147019.42,90.59,90.67,24023.06,-1,35.09,3349.62,90.76,48.92,6.679,28300.64,1633.3,0.9567,0.9576,266.88,5e-09,0.366,37.93,0.9585,0.5533,0.07482
1654567200,29569.95,1741.97,1.006,1.007,285.99,5e-09,0.3876,39.27,1.007,0.5833,0.07893,2492277.04,141880.72,84.81,84.86,23331.39,-1,32.81,3197.89,84.85,47.48,6.444,27687.82,1630.42,0.9422,0.9428,268.11,5e-09,0.363,36.79,0.9427,0.546,0.07389
1654570800,29644.9,1759.85,1.002,1.003,287,5e-09,0.389,39.87,1.003,0.5956,0.07945,2624999.18,141376.19,88.74,88.81,23191.78,-1,34.58,3197.96,88.85,47.79,6.396,27759.34,1646.6,0.9384,0.9392,270.11,5e-09,0.3642,37.32,0.9396,0.5573,0.07435
1654574400,29594.31,1754.99,0.9994,1.003,284.31,5e-09,0.3901,39.65,1.003,0.5906,0.07958,2630497.33,147709.94,89.09,89.13,23934.23,-1,34.76,3331.86,89.15,49.72,6.708,27695.77,1643.17,0.936,0.9384,266.25,5e-09,0.3649,37.1,0.9387,0.5525,0.07444
1654578000,29614.14,1757.61,1.004,1.005,282.52,5e-09,0.3912,39.41,1.005,0.5886,0.07954,2616020.51,149775.44,88.67,88.76,24020.4,-1,34.75,3352.09,88.76,50.17,6.79,27749.34,1645.87,0.9369,0.9415,263.96,5e-09,0.3663,36.91,0.9415,0.5509,0.07452
1654581600,29547.02,1757.66,0.9993,1.001,283.11,5e-09,0.3925,39.3,1.002,0.5875,0.07971,2665008.44,149563.12,90.28,90.33,24103.96,-1,35.46,3341.49,90.33,49.97,6.783,27678.82,1644.87,0.9371,0.9382,265.09,5e-09,0.3681,36.8,0.9382,0.5499,0.07456
1654585200,29579.52,1762.95,0.9993,1,285.1,5e-09,0.3921,39.33,1.001,0.5875,0.08008,2512399.16,149676.42,84.92,84.97,24203.8,-1,33.2,3341.48,84.98,49.88,6.803,27687.81,1650.34,0.9359,0.9364,266.87,5e-09,0.3671,36.81,0.9365,0.5498,0.07489
1654588800,29719.16,1775.74,0.9994,1.003,284.84,5e-09,0.3925,39.63,1.003,0.5913,0.08018,2959766.9,149406.08,99.82,99.89,24036.85,-1,39.21,3334.29,99.89,49.8,6.768,27803.35,1660.53,0.9358,0.9383,267.15,5e-09,0.3671,37.08,0.9383,0.5532,0.07495
1654592400,29644.44,1765.5,0.9993,1.003,284.35,5e-09,0.3923,39.49,1.003,0.5907,0.07998,2844221.96,148086.82,96.21,96.26,23801.97,-1,37.62,3304.31,96.28,49.4,6.718,27763.86,1654.38,0.9363,0.9397,265.91,5e-09,0.3673,36.98,0.9398,0.5532,0.0749
1654596000,29642.79,1770.53,0.9993,1.002,282.56,5e-09,0.3919,39.41,1.002,0.5896,0.08024,2653998.25,143919.85,89.68,89.7,23021.39,-1,35.06,3204.11,89.72,47.97,6.529,27768.02,1655.83,0.9365,0.9385,264.87,5e-09,0.3671,36.92,0.9387,0.5521,0.07512
1654599600,29599.66,1762.29,0.9993,1.003,282.11,5e-09,0.391,39.09,1.003,0.5885,0.08009,2512300.97,149384.75,85.1,85.16,23842.04,-1,33.17,3306.32,85.17,49.72,6.778,27733.74,1653.66,0.9377,0.9401,263.93,5e-09,0.3665,36.63,0.9402,0.5512,0.07508
1654603200,29550.82,1756.04,1.002,1.002,279.05,5e-09,0.3897,38.35,1.002,0.5883,0.07965,2509000.37,148644.05,85.03,85.1,23631.55,-1,33.15,3247.37,85.1,49.8,6.775,27720.03,1646.67,0.938,0.9402,261.79,5e-09,0.3653,35.98,0.9402,0.5511,0.07475
1654606800,29689.62,1772.29,1.004,1.005,281.75,5e-09,0.3933,39.11,1.005,0.6029,0.08008,2546751.07,142427.64,86.14,86.2,22670.55,-1,33.89,3140.14,86.21,48.46,6.466,27785.34,1651.81,0.9398,0.9405,262.92,5e-09,0.3678,36.52,0.9405,0.5638,0.07497
1654610400,30017.62,1793.11,1.004,1.005,284.36,5e-09,0.3951,39.61,1.005,0.6225,0.08042,2553006.8,150411.55,85.4,85.46,23834.21,-1,33.83,3316.24,85.45,52.16,6.783,28053.91,1673.33,0.9363,0.939,265.16,5e-09,0.3691,37.02,0.9389,0.5813,0.07516
1654614000,30003.41,1788.71,1.004,1.005,283.15,5e-09,0.3948,39.48,1.005,0.6278,0.08046,2513999.84,149592.63,84.1,84.17,23716.39,-1,33.21,3301.46,84.18,52.55,6.763,28060.64,1669.37,0.9347,0.9395,264.66,5e-09,0.3691,36.87,0.9396,0.5855,0.07521
1654617600,29932.94,1783.14,0.9997,1.001,283.85,5e-09,0.3951,39.25,1.001,0.6227,0.08041,2504900.1,144031.92,83.72,83.79,22927.23,-1,33.1,3166.62,83.81,50.22,6.522,27973.05,1666.71,0.935,0.9357,265.31,5e-09,0.3692,36.69,0.9359,0.5812,0.07517
1654621200,29958.84,1788.27,1,1.001,284.35,5e-09,0.3975,39.29,1.001,0.6229,0.0803,2542389.45,149972.64,84.91,84.97,23845.02,-1,33.81,3288.1,84.97,52.21,6.752,28016.38,1672.19,0.9347,0.9364,265.87,5e-09,0.3714,36.71,0.9363,0.5819,0.07503
1654624800,30246.55,1810.72,0.9994,1.003,288.31,5e-09,0.4059,39.9,1.003,0.6258,0.08065,2573890.46,154150.3,85.25,85.32,24560.06,-1,34.48,3397.54,85.31,53.23,6.898,28251.72,1688.51,0.9357,0.9365,269.02,5e-09,0.3795,37.26,0.9364,0.5842,0.07533
1654628400,31389.15,1872.07,1.011,1.013,295.83,6e-09,0.4153,41.1,1.012,0.6381,0.08178,2606501.66,156129.45,83.94,84.08,24832.14,-1,34.67,3435.37,84.04,53.8,6.985,29298.15,1734.76,0.9435,0.9451,275.91,5e-09,0.3878,38.37,0.9446,0.5955,0.07638
1654632000,31551.28,1866.79,1.006,1.007,295.6,6e-09,0.4167,41.33,1.007,0.6446,0.08198,2736650.71,147804.05,87.26,87.34,23405.61,-1,36.22,3248.71,87.31,50.67,6.522,29459.88,1744.49,0.9394,0.9402,276.25,5e-09,0.3891,38.59,0.9399,0.6016,0.07652
1654635600,31517.64,1846.41,1.004,1.004,292.42,6e-09,0.4135,40.93,1.004,0.6364,0.08199,2613942.48,153856.65,83.23,83.3,24359.33,-1,34.09,3398.13,83.29,52.93,6.822,29434.88,1724.8,0.9373,0.938,273.08,5e-09,0.3858,38.24,0.9379,0.594,0.0765
1654639200,31462.52,1844.8,1.007,1.009,292.63,5e-09,0.4121,40.71,1.007,0.6272,0.08178,2620000,153846.4,83.83,83.98,24544.16,-1,34.45,3390.28,83.86,52.22,6.891,29374.49,1710.39,0.9399,0.9416,272.87,5e-09,0.3847,38,0.9402,0.5847,0.07631
1654642800,31361.19,1830.24,1.008,1.008,292.05,5e-09,0.4092,39.86,1.008,0.6217,0.08089,2620000,143172.27,84.19,84.17,22872.26,-1,34.41,3118.94,84.24,48.82,6.351,29274.94,1697.69,0.9407,0.9405,271.21,5e-09,0.3817,37.23,0.9413,0.5799,0.07546
1654646400,31305.48,1826.89,1.007,1.008,292.79,5e-09,0.4099,39.87,1.008,0.6223,0.08108,2612000.4,152514.7,84.03,84.09,24518.85,-1,34.4,3335.52,84.09,52,6.817,29240.2,1695.7,0.9407,0.9413,272.61,5e-09,0.383,37.26,0.9414,0.5807,0.07571
1654650000,31195.3,1826.63,1.002,1.003,292.43,5e-09,0.4084,39.82,1.003,0.6571,0.08108,2629964.06,154010.7,84.51,84.57,24721.66,-1,34.56,3363.72,84.57,55.39,6.864,29165.91,1703.48,0.9373,0.9379,273.44,5e-09,0.382,37.24,0.9379,0.6146,0.0758
1654653600,31212.11,1834.68,0.9995,1.008,293.41,5e-09,0.4086,40.89,1.008,0.6552,0.08156,2684001.74,154255.78,86.65,86.7,24631.17,-1,35.19,3425.58,86.67,54.97,6.862,29185.6,1704.99,0.935,0.9428,272.25,5e-09,0.3819,38.17,0.9425,0.6123,0.07618
